Horodatage;Machine;Taux de production (u/min);Température (°C);Pression (bar);Défauts détectés;Énergie Consommée (kWh)
2024-04-08 01:15;Remplissage;111;5.9;1.0;Aucun;1.42
2024-04-08 01:20;Carottage;150;7.3;1.0;Fuites (1.5%);1.33
2024-04-08 01:25;Soufflage;118;168.3;5.0;Déformation (1%);2.89
2024-04-08 01:30;Soufflage;149;164.7;6.7;Rayures (1%);1.67
2024-04-08 01:35;Soufflage;106;164.0;4.6;Déformation (1%);2.79
2024-04-08 01:40;Carottage;117;7.2;1.0;Bulles d'air (2%);1.46
2024-04-08 01:45;Carottage;110;5.8;1.0;Rayures (1%);2.63
2024-04-08 01:50;Étiquetage;134;6.8;1.0;Mauvais alignement (0.8%);2.25
2024-04-08 01:55;Remplissage;113;6.4;1.0;Rayures (1%);2.19
2024-04-08 02:00;Remplissage;124;4.9;1.0;Rayures (1%);1.86
2024-04-08 02:05;Soufflage;110;129.2;4.6;Fuites (1.5%);2.07
2024-04-08 02:10;Carottage;105;6.8;1.0;Bulles d'air (2%);2.89
2024-04-08 02:15;Étiquetage;142;5.6;1.0;Aucun;2.1
2024-04-08 02:20;Carottage;104;6.4;1.0;Fuites (1.5%);2.3
2024-04-08 02:25;Carottage;131;5.3;1.0;Aucun;2.1
2024-04-08 02:30;Carottage;132;7.5;1.0;Aucun;1.51
2024-04-08 02:35;Carottage;132;6.5;1.0;Mauvais alignement (0.8%);1.65
2024-04-08 02:40;Soufflage;110;109.2;8.3;Fuites (1.5%);2.3
2024-04-08 02:45;Étiquetage;112;5.5;1.0;Fuites (1.5%);2.46
2024-04-08 02:50;Soufflage;135;191.3;7.6;Aucun;1.24
2024-04-08 02:55;Carottage;138;7.3;1.0;Mauvais alignement (0.8%);1.98
2024-04-08 03:00;Carottage;120;4.6;1.0;Mauvais alignement (0.8%);2.21
2024-04-08 03:05;Soufflage;143;118.0;4.7;Bulles d'air (2%);1.13
2024-04-08 03:10;Remplissage;110;5.6;1.0;Rayures (1%);2.05
2024-04-08 03:15;Soufflage;149;189.1;4.7;Fuites (1.5%);2.32
2024-04-08 03:20;Étiquetage;130;5.2;1.0;Rayures (1%);1.18
2024-04-08 03:25;Étiquetage;143;4.5;1.0;Fuites (1.5%);2.67
2024-04-08 03:30;Carottage;148;7.2;1.0;Bulles d'air (2%);1.38
2024-04-08 03:35;Remplissage;130;7.2;1.0;Mauvais alignement (0.8%);1.17
2024-04-08 03:40;Soufflage;138;194.5;6.6;Bulles d'air (2%);1.32
2024-04-08 03:45;Soufflage;140;150.0;5.0;Fuites (1.5%);1.15
2024-04-08 03:50;Carottage;150;7.0;1.0;Rayures (1%);1.44
2024-04-08 03:55;Remplissage;133;5.0;1.0;Mauvais alignement (0.8%);2.28
2024-04-08 04:00;Carottage;120;4.7;1.0;Bulles d'air (2%);2.89
2024-04-08 04:05;Étiquetage;140;4.7;1.0;Aucun;1.21
2024-04-08 04:10;Soufflage;135;138.7;5.9;Déformation (1%);2.36
2024-04-08 04:15;Remplissage;102;5.5;1.0;Rayures (1%);2.41
2024-04-08 04:20;Soufflage;121;154.3;8.3;Fuites (1.5%);1.89
2024-04-08 04:25;Étiquetage;130;7.1;1.0;Mauvais alignement (0.8%);1.73
2024-04-08 04:30;Soufflage;127;140.3;5.0;Rayures (1%);2.86
2024-04-08 04:35;Soufflage;119;187.4;5.2;Fuites (1.5%);1.29
2024-04-08 04:40;Étiquetage;126;7.2;1.0;Bulles d'air (2%);1.36
2024-04-08 04:45;Soufflage;131;176.5;4.8;Déformation (1%);2.71
2024-04-08 04:50;Soufflage;142;116.0;6.1;Mauvais alignement (0.8%);2.81
2024-04-08 04:55;Étiquetage;123;4.9;1.0;Déformation (1%);2.97
2024-04-08 05:00;Remplissage;118;6.6;1.0;Rayures (1%);1.08
2024-04-08 05:05;Remplissage;124;4.8;1.0;Aucun;1.1
2024-04-08 05:10;Carottage;126;7.3;1.0;Déformation (1%);1.3
2024-04-08 05:15;Remplissage;102;4.9;1.0;Bulles d'air (2%);2.43
2024-04-08 05:20;Carottage;127;5.7;1.0;Aucun;1.87
2024-04-08 05:25;Soufflage;117;188.8;7.3;Aucun;1.87
2024-04-08 05:30;Remplissage;141;5.6;1.0;Rayures (1%);1.44
2024-04-08 05:35;Carottage;103;5.5;1.0;Aucun;2.69
2024-04-08 05:40;Soufflage;100;151.6;5.3;Rayures (1%);2.26
2024-04-08 05:45;Soufflage;127;126.7;6.5;Mauvais alignement (0.8%);2.19
2024-04-08 05:50;Remplissage;118;7.5;1.0;Fuites (1.5%);1.0
2024-04-08 05:55;Soufflage;115;140.3;7.5;Aucun;2.96
2024-04-08 06:00;Étiquetage;134;6.7;1.0;Aucun;2.62
2024-04-08 06:05;Carottage;148;5.9;1.0;Bulles d'air (2%);2.44
2024-04-08 06:10;Carottage;145;6.8;1.0;Bulles d'air (2%);2.13
2024-04-08 06:15;Étiquetage;122;5.7;1.0;Déformation (1%);2.32
2024-04-08 06:20;Carottage;147;5.8;1.0;Fuites (1.5%);1.88
2024-04-08 06:25;Carottage;122;6.2;1.0;Déformation (1%);2.34
2024-04-08 06:30;Remplissage;111;5.0;1.0;Bulles d'air (2%);2.32
2024-04-08 06:35;Soufflage;123;127.4;6.8;Aucun;1.68
2024-04-08 06:40;Carottage;101;6.7;1.0;Bulles d'air (2%);2.63
2024-04-08 06:45;Remplissage;108;5.2;1.0;Bulles d'air (2%);2.1
2024-04-08 06:50;Carottage;139;5.5;1.0;Fuites (1.5%);1.76
2024-04-08 06:55;Remplissage;137;4.6;1.0;Bulles d'air (2%);2.41
2024-04-08 07:00;Remplissage;129;6.2;1.0;Fuites (1.5%);1.37
2024-04-08 07:05;Soufflage;128;125.8;5.1;Aucun;1.43
2024-04-08 07:10;Soufflage;131;131.9;7.4;Fuites (1.5%);2.18
2024-04-08 07:15;Remplissage;118;5.7;1.0;Rayures (1%);2.81
2024-04-08 07:20;Étiquetage;126;6.2;1.0;Rayures (1%);2.75
2024-04-08 07:25;Carottage;145;6.8;1.0;Déformation (1%);1.2
2024-04-08 07:30;Remplissage;119;5.3;1.0;Bulles d'air (2%);1.54
2024-04-08 07:35;Carottage;150;5.8;1.0;Mauvais alignement (0.8%);1.92
2024-04-08 07:40;Carottage;103;7.3;1.0;Mauvais alignement (0.8%);1.34
2024-04-08 07:45;Étiquetage;106;5.8;1.0;Déformation (1%);1.08
2024-04-08 07:50;Carottage;133;6.5;1.0;Fuites (1.5%);2.27
2024-04-08 07:55;Étiquetage;110;4.8;1.0;Bulles d'air (2%);1.8
2024-04-08 08:00;Remplissage;101;4.6;1.0;Bulles d'air (2%);1.45
2024-04-08 08:05;Soufflage;148;157.6;7.2;Déformation (1%);1.63
2024-04-08 08:10;Étiquetage;131;4.8;1.0;Bulles d'air (2%);1.06
2024-04-08 08:15;Remplissage;127;5.5;1.0;Bulles d'air (2%);1.62
2024-04-08 08:20;Remplissage;137;5.0;1.0;Déformation (1%);2.07
2024-04-08 08:25;Étiquetage;135;5.6;1.0;Déformation (1%);1.58
2024-04-08 08:30;Remplissage;129;5.6;1.0;Bulles d'air (2%);1.13
2024-04-08 08:35;Étiquetage;114;5.6;1.0;Rayures (1%);1.92
2024-04-08 08:40;Remplissage;148;5.9;1.0;Mauvais alignement (0.8%);1.59
2024-04-08 08:45;Carottage;107;5.4;1.0;Bulles d'air (2%);1.24
2024-04-08 08:50;Soufflage;143;104.2;5.7;Mauvais alignement (0.8%);1.4
2024-04-08 08:55;Carottage;124;7.4;1.0;Mauvais alignement (0.8%);1.49
2024-04-08 09:00;Soufflage;143;149.9;7.1;Déformation (1%);1.65
2024-04-08 09:05;Soufflage;110;102.7;6.3;Fuites (1.5%);1.38
2024-04-08 09:10;Soufflage;144;170.4;7.4;Bulles d'air (2%);2.1
2024-04-08 09:15;Carottage;101;6.6;1.0;Fuites (1.5%);2.39
2024-04-08 09:20;Remplissage;126;5.3;1.0;Déformation (1%);2.4
2024-04-08 09:25;Carottage;137;5.0;1.0;Rayures (1%);1.43
2024-04-08 09:30;Soufflage;146;141.4;6.8;Fuites (1.5%);2.95
2024-04-08 09:35;Soufflage;120;114.1;8.4;Aucun;1.63
2024-04-08 09:40;Soufflage;113;142.4;5.6;Bulles d'air (2%);1.42
2024-04-08 09:45;Soufflage;126;169.8;7.2;Rayures (1%);1.13
2024-04-08 09:50;Remplissage;130;7.4;1.0;Aucun;2.49
2024-04-08 09:55;Soufflage;122;145.2;5.2;Déformation (1%);2.88
2024-04-08 10:00;Soufflage;126;160.5;6.4;Déformation (1%);1.27
2024-04-08 10:05;Carottage;132;5.6;1.0;Rayures (1%);1.32
2024-04-08 10:10;Soufflage;119;124.7;5.2;Déformation (1%);1.98
2024-04-08 10:15;Étiquetage;140;6.8;1.0;Déformation (1%);2.23
2024-04-08 10:20;Remplissage;144;5.5;1.0;Bulles d'air (2%);1.37
2024-04-08 10:25;Remplissage;137;6.1;1.0;Déformation (1%);1.02
2024-04-08 10:30;Carottage;123;4.8;1.0;Rayures (1%);2.84
2024-04-08 10:35;Étiquetage;126;5.8;1.0;Déformation (1%);1.78
2024-04-08 10:40;Remplissage;106;6.5;1.0;Rayures (1%);1.39
2024-04-08 10:45;Carottage;132;4.9;1.0;Aucun;1.2
2024-04-08 10:50;Soufflage;106;113.2;5.7;Mauvais alignement (0.8%);2.5
2024-04-08 10:55;Étiquetage;125;6.4;1.0;Fuites (1.5%);1.13
2024-04-08 11:00;Étiquetage;111;5.0;1.0;Aucun;2.07
2024-04-08 11:05;Étiquetage;117;4.9;1.0;Fuites (1.5%);2.49
2024-04-08 11:10;Soufflage;145;132.8;5.6;Rayures (1%);2.85
2024-04-08 11:15;Soufflage;100;164.2;7.3;Aucun;1.71
2024-04-08 11:20;Carottage;113;6.6;1.0;Fuites (1.5%);2.26
2024-04-08 11:25;Étiquetage;147;6.4;1.0;Aucun;2.75
2024-04-08 11:30;Remplissage;114;6.0;1.0;Fuites (1.5%);2.03
2024-04-08 11:35;Étiquetage;141;7.3;1.0;Mauvais alignement (0.8%);1.5
2024-04-08 11:40;Remplissage;108;6.3;1.0;Bulles d'air (2%);2.06
2024-04-08 11:45;Carottage;148;5.8;1.0;Fuites (1.5%);1.14
2024-04-08 11:50;Carottage;109;5.9;1.0;Rayures (1%);1.05
2024-04-08 11:55;Soufflage;132;181.1;7.0;Aucun;1.62
2024-04-08 12:00;Carottage;123;6.1;1.0;Bulles d'air (2%);1.75
2024-04-08 12:05;Remplissage;101;4.5;1.0;Fuites (1.5%);1.96
2024-04-08 12:10;Étiquetage;146;7.3;1.0;Déformation (1%);2.26
2024-04-08 12:15;Soufflage;110;145.3;8.4;Fuites (1.5%);1.98
2024-04-08 12:20;Remplissage;135;7.2;1.0;Fuites (1.5%);2.79
2024-04-08 12:25;Étiquetage;104;7.1;1.0;Mauvais alignement (0.8%);2.93
2024-04-08 12:30;Étiquetage;112;5.5;1.0;Rayures (1%);1.69
2024-04-08 12:35;Étiquetage;108;5.3;1.0;Déformation (1%);2.6
2024-04-08 12:40;Étiquetage;100;6.6;1.0;Aucun;2.44
2024-04-08 12:45;Étiquetage;143;7.3;1.0;Déformation (1%);1.67
2024-04-08 12:50;Étiquetage;143;6.2;1.0;Fuites (1.5%);1.71
2024-04-08 12:55;Étiquetage;143;6.2;1.0;Déformation (1%);1.64
2024-04-08 13:00;Soufflage;126;127.0;5.6;Mauvais alignement (0.8%);2.37
2024-04-08 13:05;Étiquetage;131;5.8;1.0;Déformation (1%);1.87
2024-04-08 13:10;Soufflage;136;115.7;5.9;Bulles d'air (2%);1.99
2024-04-08 13:15;Étiquetage;134;5.0;1.0;Rayures (1%);1.75
2024-04-08 13:20;Carottage;112;6.7;1.0;Fuites (1.5%);1.43
2024-04-08 13:25;Remplissage;105;7.2;1.0;Déformation (1%);1.83
2024-04-08 13:30;Carottage;125;6.2;1.0;Bulles d'air (2%);2.44
2024-04-08 13:35;Carottage;103;5.5;1.0;Déformation (1%);2.29
2024-04-08 13:40;Soufflage;146;150.8;6.5;Déformation (1%);1.32
2024-04-08 13:45;Soufflage;142;164.4;6.6;Aucun;1.16
2024-04-08 13:50;Carottage;120;7.5;1.0;Rayures (1%);2.32
2024-04-08 13:55;Soufflage;133;194.5;7.9;Mauvais alignement (0.8%);2.13
2024-04-08 14:00;Carottage;133;5.6;1.0;Mauvais alignement (0.8%);2.56
2024-04-08 14:05;Étiquetage;104;6.5;1.0;Déformation (1%);1.03
2024-04-08 14:10;Soufflage;140;118.6;5.0;Bulles d'air (2%);2.77
2024-04-08 14:15;Carottage;144;6.6;1.0;Bulles d'air (2%);2.68
2024-04-08 14:20;Étiquetage;148;5.6;1.0;Mauvais alignement (0.8%);1.48
2024-04-08 14:25;Étiquetage;142;7.1;1.0;Déformation (1%);2.45
2024-04-08 14:30;Étiquetage;109;6.2;1.0;Aucun;1.71
2024-04-08 14:35;Remplissage;126;5.7;1.0;Bulles d'air (2%);2.7
2024-04-08 14:40;Carottage;112;6.0;1.0;Déformation (1%);2.53
2024-04-08 14:45;Carottage;101;4.6;1.0;Aucun;2.17
2024-04-08 14:50;Remplissage;105;7.0;1.0;Mauvais alignement (0.8%);2.84
2024-04-08 14:55;Étiquetage;127;5.6;1.0;Fuites (1.5%);2.38
2024-04-08 15:00;Remplissage;150;5.0;1.0;Fuites (1.5%);2.45
2024-04-08 15:05;Remplissage;131;5.5;1.0;Fuites (1.5%);2.98
2024-04-08 15:10;Soufflage;110;139.6;6.7;Bulles d'air (2%);1.97
2024-04-08 15:15;Étiquetage;113;4.6;1.0;Bulles d'air (2%);2.55
2024-04-08 15:20;Soufflage;116;185.4;5.6;Fuites (1.5%);2.39
2024-04-08 15:25;Carottage;113;5.5;1.0;Déformation (1%);2.5
2024-04-08 15:30;Remplissage;134;5.9;1.0;Déformation (1%);2.06
2024-04-08 15:35;Soufflage;105;172.3;8.0;Rayures (1%);2.69
2024-04-08 15:40;Étiquetage;124;4.5;1.0;Bulles d'air (2%);2.18
2024-04-08 15:45;Remplissage;133;4.7;1.0;Aucun;2.81
2024-04-08 15:50;Soufflage;126;142.4;6.6;Fuites (1.5%);1.07
2024-04-08 15:55;Remplissage;147;7.4;1.0;Bulles d'air (2%);1.27
2024-04-08 16:00;Étiquetage;137;4.6;1.0;Fuites (1.5%);1.61
2024-04-08 16:05;Étiquetage;108;7.4;1.0;Aucun;1.98
2024-04-08 16:10;Étiquetage;139;7.2;1.0;Mauvais alignement (0.8%);1.35
2024-04-08 16:15;Étiquetage;150;6.5;1.0;Aucun;2.91
2024-04-08 16:20;Soufflage;144;133.6;6.6;Rayures (1%);2.07
2024-04-08 16:25;Soufflage;115;139.7;5.7;Aucun;1.66
2024-04-08 16:30;Soufflage;121;178.2;5.5;Aucun;1.03
2024-04-08 16:35;Étiquetage;135;5.4;1.0;Fuites (1.5%);1.34
2024-04-08 16:40;Carottage;134;6.1;1.0;Déformation (1%);2.21
2024-04-08 16:45;Soufflage;131;178.4;5.5;Bulles d'air (2%);2.99
2024-04-08 16:50;Remplissage;140;4.7;1.0;Déformation (1%);1.74
2024-04-08 16:55;Soufflage;138;118.3;8.4;Bulles d'air (2%);1.09
2024-04-08 17:00;Carottage;139;5.3;1.0;Aucun;2.01
2024-04-08 17:05;Remplissage;116;7.5;1.0;Aucun;2.09
2024-04-08 17:10;Carottage;129;6.2;1.0;Rayures (1%);2.43
2024-04-08 17:15;Soufflage;150;170.2;8.1;Bulles d'air (2%);2.65
2024-04-08 17:20;Remplissage;150;5.9;1.0;Bulles d'air (2%);1.34
2024-04-08 17:25;Remplissage;136;5.3;1.0;Mauvais alignement (0.8%);1.11
2024-04-08 17:30;Soufflage;127;192.5;6.2;Rayures (1%);1.75
2024-04-08 17:35;Étiquetage;121;6.2;1.0;Aucun;2.16
2024-04-08 17:40;Étiquetage;124;6.4;1.0;Mauvais alignement (0.8%);1.91
2024-04-08 17:45;Étiquetage;122;6.6;1.0;Mauvais alignement (0.8%);1.43
2024-04-08 17:50;Remplissage;106;6.9;1.0;Fuites (1.5%);2.75
2024-04-08 17:55;Remplissage;142;4.9;1.0;Déformation (1%);1.08
2024-04-08 18:00;Étiquetage;111;5.5;1.0;Rayures (1%);1.61
2024-04-08 18:05;Étiquetage;112;7.0;1.0;Déformation (1%);2.97
2024-04-08 18:10;Étiquetage;131;6.6;1.0;Mauvais alignement (0.8%);2.25
2024-04-08 18:15;Soufflage;103;112.3;7.1;Déformation (1%);1.68
2024-04-08 18:20;Carottage;144;7.4;1.0;Déformation (1%);2.14
2024-04-08 18:25;Remplissage;125;7.4;1.0;Mauvais alignement (0.8%);1.88
2024-04-08 18:30;Étiquetage;119;7.4;1.0;Rayures (1%);2.75
2024-04-08 18:35;Soufflage;125;150.4;8.2;Aucun;1.59
2024-04-08 18:40;Carottage;104;5.5;1.0;Fuites (1.5%);1.01
2024-04-08 18:45;Carottage;127;4.9;1.0;Bulles d'air (2%);2.68
2024-04-08 18:50;Remplissage;112;6.3;1.0;Rayures (1%);2.48
2024-04-08 18:55;Étiquetage;149;5.4;1.0;Rayures (1%);2.39
2024-04-08 19:00;Remplissage;114;4.9;1.0;Fuites (1.5%);2.39
2024-04-08 19:05;Carottage;111;5.2;1.0;Mauvais alignement (0.8%);1.07
2024-04-08 19:10;Soufflage;123;176.5;5.4;Déformation (1%);2.39
2024-04-08 19:15;Soufflage;128;156.1;4.7;Rayures (1%);1.19
2024-04-08 19:20;Remplissage;126;6.8;1.0;Fuites (1.5%);2.92
2024-04-08 19:25;Soufflage;146;193.7;7.8;Fuites (1.5%);2.77
2024-04-08 19:30;Remplissage;141;5.0;1.0;Bulles d'air (2%);2.13
2024-04-08 19:35;Carottage;106;6.2;1.0;Fuites (1.5%);2.95
2024-04-08 19:40;Remplissage;135;7.0;1.0;Fuites (1.5%);1.09
2024-04-08 19:45;Soufflage;134;158.9;6.8;Fuites (1.5%);2.66
2024-04-08 19:50;Remplissage;102;5.5;1.0;Déformation (1%);1.55
2024-04-08 19:55;Remplissage;116;5.1;1.0;Aucun;2.82
2024-04-08 20:00;Carottage;121;6.3;1.0;Fuites (1.5%);1.43
2024-04-08 20:05;Carottage;121;7.0;1.0;Bulles d'air (2%);2.82
2024-04-08 20:10;Remplissage;131;5.9;1.0;Aucun;1.48
2024-04-08 20:15;Soufflage;134;114.0;7.0;Fuites (1.5%);1.56
2024-04-08 20:20;Étiquetage;115;5.5;1.0;Rayures (1%);1.2
2024-04-08 20:25;Soufflage;129;133.6;5.5;Bulles d'air (2%);1.08
2024-04-08 20:30;Remplissage;107;4.7;1.0;Bulles d'air (2%);1.99
2024-04-08 20:35;Étiquetage;132;7.3;1.0;Rayures (1%);1.35
2024-04-08 20:40;Remplissage;114;7.3;1.0;Fuites (1.5%);2.66
2024-04-08 20:45;Étiquetage;125;6.5;1.0;Rayures (1%);1.31
2024-04-08 20:50;Soufflage;124;169.2;7.5;Aucun;2.83
2024-04-08 20:55;Étiquetage;109;5.5;1.0;Mauvais alignement (0.8%);1.13
2024-04-08 21:00;Étiquetage;103;6.7;1.0;Aucun;2.99
2024-04-08 21:05;Soufflage;107;172.6;6.5;Aucun;1.25
2024-04-08 21:10;Remplissage;101;5.2;1.0;Rayures (1%);1.88
2024-04-08 21:15;Carottage;148;5.5;1.0;Mauvais alignement (0.8%);2.11
2024-04-08 21:20;Étiquetage;122;5.8;1.0;Mauvais alignement (0.8%);2.28
2024-04-08 21:25;Remplissage;150;4.8;1.0;Fuites (1.5%);2.24
2024-04-08 21:30;Soufflage;118;110.3;7.0;Aucun;1.17
2024-04-08 21:35;Étiquetage;140;5.6;1.0;Bulles d'air (2%);2.06
2024-04-08 21:40;Étiquetage;109;5.4;1.0;Aucun;2.48
2024-04-08 21:45;Soufflage;146;186.8;6.4;Déformation (1%);2.65
2024-04-08 21:50;Étiquetage;116;7.4;1.0;Bulles d'air (2%);1.94
2024-04-08 21:55;Remplissage;128;6.0;1.0;Bulles d'air (2%);2.41
2024-04-08 22:00;Étiquetage;149;4.9;1.0;Déformation (1%);1.25
2024-04-08 22:05;Étiquetage;147;5.9;1.0;Mauvais alignement (0.8%);2.82
2024-04-08 22:10;Soufflage;118;168.7;5.2;Aucun;2.67
2024-04-08 22:15;Carottage;124;5.3;1.0;Bulles d'air (2%);2.71
2024-04-08 22:20;Soufflage;147;101.1;7.5;Déformation (1%);2.19
2024-04-08 22:25;Soufflage;109;127.0;4.8;Bulles d'air (2%);2.62
2024-04-08 22:30;Carottage;138;6.9;1.0;Déformation (1%);1.61
2024-04-08 22:35;Étiquetage;134;6.7;1.0;Rayures (1%);1.52
2024-04-08 22:40;Carottage;129;7.2;1.0;Aucun;2.53
2024-04-08 22:45;Étiquetage;115;5.2;1.0;Mauvais alignement (0.8%);1.95
2024-04-08 22:50;Étiquetage;142;6.7;1.0;Aucun;1.15
2024-04-08 22:55;Carottage;114;5.1;1.0;Mauvais alignement (0.8%);2.35
2024-04-08 23:00;Carottage;113;6.0;1.0;Rayures (1%);2.49
2024-04-08 23:05;Remplissage;139;4.5;1.0;Aucun;2.36
2024-04-08 23:10;Remplissage;120;5.8;1.0;Aucun;1.91
2024-04-08 23:15;Carottage;124;4.6;1.0;Mauvais alignement (0.8%);1.58
2024-04-08 23:20;Carottage;133;7.4;1.0;Mauvais alignement (0.8%);1.07
2024-04-08 23:25;Soufflage;126;194.1;6.0;Mauvais alignement (0.8%);2.11
2024-04-08 23:30;Étiquetage;148;5.9;1.0;Rayures (1%);2.12
2024-04-08 23:35;Étiquetage;109;5.0;1.0;Déformation (1%);1.69
2024-04-08 23:40;Étiquetage;122;7.1;1.0;Mauvais alignement (0.8%);2.39
2024-04-08 23:45;Soufflage;127;134.1;6.2;Fuites (1.5%);2.32
2024-04-08 23:50;Soufflage;106;186.8;6.5;Bulles d'air (2%);1.68
2024-04-08 23:55;Carottage;102;5.7;1.0;Rayures (1%);1.03
2024-04-09 00:00;Soufflage;125;165.8;6.1;Fuites (1.5%);2.53
2024-04-09 00:05;Carottage;103;5.7;1.0;Bulles d'air (2%);1.08
2024-04-09 00:10;Carottage;130;4.5;1.0;Rayures (1%);2.95
2024-04-09 00:15;Carottage;116;6.9;1.0;Mauvais alignement (0.8%);1.79
2024-04-09 00:20;Étiquetage;106;5.7;1.0;Mauvais alignement (0.8%);2.12
2024-04-09 00:25;Carottage;107;5.3;1.0;Mauvais alignement (0.8%);1.45
2024-04-09 00:30;Soufflage;101;104.3;6.0;Rayures (1%);1.09
2024-04-09 00:35;Étiquetage;138;4.9;1.0;Déformation (1%);1.66
2024-04-09 00:40;Étiquetage;121;5.6;1.0;Rayures (1%);2.48
2024-04-09 00:45;Soufflage;122;123.7;6.0;Rayures (1%);2.53
2024-04-09 00:50;Étiquetage;108;4.7;1.0;Mauvais alignement (0.8%);1.0
2024-04-09 00:55;Étiquetage;128;6.8;1.0;Déformation (1%);1.84
2024-04-09 01:00;Remplissage;112;7.3;1.0;Rayures (1%);1.19
2024-04-09 01:05;Carottage;121;6.8;1.0;Déformation (1%);1.88
2024-04-09 01:10;Remplissage;150;6.1;1.0;Déformation (1%);2.5
2024-04-09 01:15;Carottage;125;6.0;1.0;Mauvais alignement (0.8%);2.92
2024-04-09 01:20;Remplissage;122;4.7;1.0;Bulles d'air (2%);1.93
2024-04-09 01:25;Étiquetage;138;6.8;1.0;Fuites (1.5%);1.89
2024-04-09 01:30;Remplissage;106;7.3;1.0;Bulles d'air (2%);1.01
2024-04-09 01:35;Étiquetage;103;7.4;1.0;Bulles d'air (2%);1.42
2024-04-09 01:40;Carottage;104;5.2;1.0;Fuites (1.5%);2.72
2024-04-09 01:45;Carottage;117;6.4;1.0;Bulles d'air (2%);2.0
2024-04-09 01:50;Carottage;101;5.2;1.0;Rayures (1%);1.32
2024-04-09 01:55;Carottage;123;6.0;1.0;Rayures (1%);1.47
2024-04-09 02:00;Carottage;112;6.3;1.0;Déformation (1%);2.41
2024-04-09 02:05;Soufflage;145;160.6;5.4;Aucun;1.38
2024-04-09 02:10;Soufflage;113;104.0;6.3;Rayures (1%);1.98
2024-04-09 02:15;Soufflage;119;189.3;6.7;Rayures (1%);2.79
2024-04-09 02:20;Remplissage;109;5.1;1.0;Déformation (1%);1.99
2024-04-09 02:25;Soufflage;101;127.9;5.9;Déformation (1%);1.88
2024-04-09 02:30;Carottage;144;5.8;1.0;Rayures (1%);1.43
2024-04-09 02:35;Étiquetage;138;6.6;1.0;Bulles d'air (2%);2.02
2024-04-09 02:40;Étiquetage;140;4.8;1.0;Mauvais alignement (0.8%);2.83
2024-04-09 02:45;Carottage;102;4.8;1.0;Fuites (1.5%);1.1
2024-04-09 02:50;Carottage;118;5.0;1.0;Mauvais alignement (0.8%);1.19
2024-04-09 02:55;Remplissage;148;6.3;1.0;Bulles d'air (2%);1.98
2024-04-09 03:00;Soufflage;143;137.9;7.5;Aucun;2.44
2024-04-09 03:05;Remplissage;127;6.8;1.0;Fuites (1.5%);2.22
2024-04-09 03:10;Carottage;147;4.6;1.0;Mauvais alignement (0.8%);1.32
2024-04-09 03:15;Remplissage;127;7.3;1.0;Déformation (1%);1.82
2024-04-09 03:20;Carottage;108;6.8;1.0;Déformation (1%);1.47
2024-04-09 03:25;Carottage;135;4.7;1.0;Fuites (1.5%);1.66
2024-04-09 03:30;Carottage;140;4.9;1.0;Fuites (1.5%);1.31
2024-04-09 03:35;Soufflage;111;166.3;5.8;Aucun;2.24
2024-04-09 03:40;Soufflage;127;136.0;7.0;Fuites (1.5%);2.99
2024-04-09 03:45;Étiquetage;129;6.2;1.0;Rayures (1%);2.1
2024-04-09 03:50;Soufflage;141;172.3;8.4;Rayures (1%);2.42
2024-04-09 03:55;Remplissage;145;7.0;1.0;Fuites (1.5%);2.56
2024-04-09 04:00;Soufflage;141;145.9;7.8;Fuites (1.5%);1.69
2024-04-09 04:05;Carottage;139;5.7;1.0;Rayures (1%);2.76
2024-04-09 04:10;Soufflage;111;168.9;5.9;Aucun;1.95
2024-04-09 04:15;Carottage;114;6.4;1.0;Aucun;2.73
2024-04-09 04:20;Soufflage;109;173.9;6.7;Fuites (1.5%);1.84
2024-04-09 04:25;Soufflage;147;144.4;7.4;Rayures (1%);1.67
2024-04-09 04:30;Carottage;148;5.5;1.0;Fuites (1.5%);2.71
2024-04-09 04:35;Remplissage;130;4.7;1.0;Mauvais alignement (0.8%);1.6
2024-04-09 04:40;Remplissage;149;6.3;1.0;Rayures (1%);1.77
2024-04-09 04:45;Carottage;146;4.8;1.0;Mauvais alignement (0.8%);1.78
2024-04-09 04:50;Étiquetage;107;5.6;1.0;Mauvais alignement (0.8%);2.67
2024-04-09 04:55;Soufflage;117;165.4;8.1;Aucun;2.47
2024-04-09 05:00;Étiquetage;112;7.3;1.0;Fuites (1.5%);1.32
2024-04-09 05:05;Remplissage;147;5.2;1.0;Mauvais alignement (0.8%);1.25
2024-04-09 05:10;Soufflage;144;173.1;8.0;Mauvais alignement (0.8%);1.52
2024-04-09 05:15;Carottage;113;6.6;1.0;Bulles d'air (2%);2.95
2024-04-09 05:20;Soufflage;116;138.5;6.7;Mauvais alignement (0.8%);2.91
2024-04-09 05:25;Carottage;108;5.5;1.0;Déformation (1%);2.48
2024-04-09 05:30;Remplissage;146;4.5;1.0;Rayures (1%);2.51
2024-04-09 05:35;Étiquetage;132;5.0;1.0;Fuites (1.5%);2.47
2024-04-09 05:40;Remplissage;145;6.0;1.0;Rayures (1%);2.81
2024-04-09 05:45;Étiquetage;121;6.0;1.0;Aucun;2.51
2024-04-09 05:50;Soufflage;130;141.7;7.4;Déformation (1%);2.9
2024-04-09 05:55;Étiquetage;136;4.8;1.0;Fuites (1.5%);1.68
